timestamp,HR
20120924T132400000,
20120924T132500000,
20120924T132600000,
20120924T132700000,
20120924T132800000,
20120924T132900000,
20120924T133300000,
20120924T133400000,
20120924T133500000,
20120924T133600000,
20120924T133700000,
20120924T133800000,
20120924T133900000,
20120924T134000000,
20120924T134100000,
20120924T134200000,
20120924T134300000,
20120924T134400000,
20120924T134500000,
20120924T134600000,
20120924T134700000,
20120924T134800000,
20120924T134900000,
20120924T135000000,
20120924T135100000,
20120924T135200000,
20120924T135300000,
20120924T135400000,
20120924T135500000,
20120924T135600000,
20120924T135700000,
20120924T135800000,
20120924T135900000,
20120924T140000000,
20120924T140100000,
20120924T140200000,
20120924T140300000,
20120924T140400000,
20120924T140500000,
20120924T140600000,
20120924T140700000,
20120924T140800000,
20120924T140900000,
20120924T141000000,
20120924T141100000,
20120924T112700000,
20120924T142800000,83
20120924T142900000,75
20120924T143000000,81
20120924T143100000,75
20120924T143200000,
20120924T143300000,72
20120924T143700000,87
20120924T143800000,88
20120924T143900000,
20120924T144000000,90
20120924T144100000,90
20120924T144200000,
20120924T144300000,
20120924T144400000,
20120924T144500000,
20120924T144600000,
20120924T144700000,96
20120924T144800000,105
20120924T144900000,100
20120924T145000000,107
20120924T145100000,99
20120924T145200000,102
20120924T145300000,
20120924T145400000,
20120924T145500000,
20120924T145600000,
20120924T145700000,105
20120924T145800000,
20120924T145900000,
20120924T150000000,97
20120924T150100000,
20120924T150200000,
20120924T150300000,
20120924T152200000,
20120924T152300000,
20120924T152400000,
20120924T152500000,
20120924T152600000,
20120924T152700000,
20120924T153000000,
20120924T153100000,
20120924T153200000,
20120924T153300000,
20120924T153400000,
20120924T153500000,
20120924T153600000,88
20120924T153700000,
20120924T153800000,
20120924T153900000,
20120924T154000000,
20120924T154100000,
20120924T154200000,87
20120924T154300000,91
20120924T154400000,
20120924T154500000,
20120924T154600000,
20120924T154700000,
20120924T154800000,
20120924T154900000,
20120924T155000000,
20120924T155100000,
20120924T155200000,
20120924T155300000,
20120924T155400000,
20120924T155500000,
20120924T155600000,
20120924T155700000,
20120924T155800000,89
20120924T155900000,92
20120924T160000000,98
20120924T160100000,98
20120924T160200000,100
20120924T160300000,
20120924T160400000,96
20120924T160500000,94
20120924T160600000,96
20120924T160700000,94
20120924T160800000,
20120924T160900000,
20120924T161000000,
20120924T161100000,
20120924T161200000,
